UserID,session_time_seconds,top_banner_image_click,last_minute_deals_click,best_sellers_click,christmas_menu_click,new_releases_click,product_image_click,frequently_bought _together_click,more_items_click,reviews_click,subscribe_save_click,one_time_checkout,add_to_basket,returning_user,purchased,repeat_purchaser
6847-av268297-6847-4076-80c3-931001,3,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0
d765-av268387-d765-4276-b91e-149910,43,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0
c903-av2av2c7-c903-4b37-8377-76266,3,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
2bbd-av301743-2bbd-b179-b126-299283,43,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
5b87-av301bd7-5b87-4383-939d-889138,77,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4759-av30548d-4759-4b05-b734-234121,5,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
1e0c-av309077-1e0c-4c4c-901d-257565,66,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
4296-av30a397-4296-4av8-8836-349551,77,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0
d952-av30a5d1-d952-4b26-8569-140800,2,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1
269c-av310554-269c-4ca7-8863-888622,2,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
9d32-av310aa2-9d32-4270-878c-116719,6,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0
7217-av315767-7217-4b4c-ad17-363828,33,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0
0a50-av31d4c5-0a50-b126-aca4-328226,7,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0
8aa2-av3168c7-8aa2-45d4-979b-252813,77,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0
8938-av31673d-8938-4781-9680-883949,5,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
c706-av321a50-c706-4c22-997d-521868,11,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0
a917-av322681-a917-48ab-a69c-832461,34,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0
8009-av322av0-8009-4284-bd73-154829,88,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0
6108-av3237b8-6108-4007-ab56-866096,88,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0
1087-av327105-1087-4016-855d-659472,3,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
c0d6-av32a57c-c0d6-423b-9451-307852,3,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0
5b61-av327b69-5b61-4911-a694-922455,34,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0
1235-av326116-1235-b135-bb00-947814,23,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1
7d7a-av335188-7d7a-40a3-b8b0-391939,88,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0
7600-av331e28-7600-41e1-b696-413130,99,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
37c5-av336869-37c5-4862-a627-784337,2,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0
5415-av338373-5415-487b-b473-688256,2,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
373d-av33ca22-373d-405a-b2cd-601399,65,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
20d9-av343296-20d9-4c69-a055-981554,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
2041-av3463b7-2041-48c0-bac7-961146,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0
4109-av34c652-4109-474a-8ab6-163440,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
6837-av347da6-6837-46a0-9024-243021,54,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0
8dcb-av346b85-8dcb-4a77-974a-726608,34,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0
868a-av3501e7-868a-490c-bdb1-656899,54,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0
9c76-av3519b2-9c76-4683-8c3a-201415,3,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0
b987-av353848-b987-4087-a576-119487,3,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
5197-av354170-5197-4260-86bc-33185,3,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0
41b1-av358bab-41b1-4796-b169-977519,53,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0
8315-av3602b5-8315-47d6-aa83-440125,2,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
a105-av3626d7-a105-491b-8546-450266,43,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0
7748-av31e539-7748-474a-bc4b-512409,2,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0
c645-av31e600-c645-4d07-a0c6-888753,88,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
72b1-av367775-72b1-465b-97ac-463868,54,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0
c347-av36797b-c347-4350-b65c-9544,2,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
4678-av369636-4678-405a-b675-847719,2,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0
22a5-av36a94a-22a5-4865-acbd-889601,99,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
9ab1-av36d7c8-9ab1-4ba7-92d9-685000,76,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
0765-av367546-0765-423c-a675-705716,134,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1
75b2-av372576-75b2-4d67-9c1d-388565,4,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0
7987-av3733cc-7987-4515-a6d7-820630,98,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0
767d-av373476-767d-b10a-a08c-134893,2,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
2c5c-av376062-2c5c-4772-96d9-100269,2,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0
c307-av378976-c307-43d1-b57b-295456,54,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
364a-av3798d8-364a-40d8-a319-283755,3,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0
a76a-av37d675-a76a-4782-99cb-423835,5,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
8656-av380739-8656-4a79-9616-941968,52,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
80c7-av3824c3-80c7-4678-a224-833278,99,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0
c145-av382746-c145-4b57-b771-956486,99,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0
0bb5-av388168-0bb5-498b-a071-912118,3,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1
4a87-av38b226-4a87-b1c7-93a3-915672,9,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0
d374-av38c3d2-d374-4752-b584-293764,22,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
47d7-av38c704-47d7-4c16-baa2-139244,22,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0
49ad-av38dc80-49ad-47da-9714-554577,65,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
a047-av387c19-a047-4564-8597-817274,66,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0
59cb-av390610-59cb-4043-b367-288715,2,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0
db7b-av391850-db7b-4b14-895c-69923,2,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
68c3-av394907-68c3-4778-b712-429681,2,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
4069-av396940-4069-4a13-8047-825647,55,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1
a7bd-av396a09-a7bd-41d0-b77b-872306,2,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
b1bb-av398a75-b1bb-4883-9714-232007,4,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0
8d1e-av397655-8d1e-4793-aa15-512722,55,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
8464-av3a2087-8464-b15b-a900-24511,33,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0
1676-av3a2902-1676-4b1c-92b7-184094,2,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1
d381-av3a489d-d381-4d3d-a782-771535,2,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0
37a5-av3a7816-37a5-4279-a778-679466,2,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1
11av-av3a8108-11av-4776-9906-518610,2,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0
7890-av3a9261-7890-486a-a152-222386,2,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0
7383-av3aa297-7383-4adc-b117-831962,2,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0
9579-av3a7414-9579-4720-b496-564730,66,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0
d6ab-av3b1478-d6ab-459a-b610-943049,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
633d-av3b1c27-633d-4167-86b9-228173,2,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
dbd0-av3b3568-dbd0-4ba1-b9ba-488324,2,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0
871e-av3b3cd9-871e-4a94-8872-911980,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
c25a-av3bdb10-c25a-4264-92bb-854708,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4615-av3b6167-4615-4c74-a1ba-838328,4,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1
15b4-av3bav7d-15b4-4263-9374-293575,55,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
4310-av3c3b1a-4310-4c59-92d2-551163,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4a98-av3c5368-4a98-b101-8187-933588,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7325-av3c69d9-7325-4038-b838-542486,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
d776-av3c7c67-d776-b1c7-8891-418110,2,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0
a313-av3ccda8-a313-47b1-b181-637141,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7d77-av3cd07b-7d77-40d1-a00d-999566,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
a97b-av3cdb15-a97b-42d0-8804-115805,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cc79-av3d4d6b-cc79-4078-97db-904408,2,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1
6a76-av3d7av7-6a76-46b7-8b97-495552,2,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1
d776-av3703bd-d776-4b4b-b2d7-948414,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3d96-av37178c-3d96-46b9-827a-51597,2,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1
cbc0-av371627-cbc0-4a33-940d-325342,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
av47-av372875-av47-4627-8181-577871,66,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
dbdb-av37ada7-dbdb-4217-811e-853902,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2965-av37d849-2965-4ca7-aav3-309368,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d348-av377504-d348-4242-bda3-341329,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
b9ab-av361595-b9ab-4273-8015-719867,55,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0
5619-av362185-5619-4d77-bc65-710794,2,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0
3a86-av364717-3a86-4b9a-a676-749492,4,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0
7477-av31e00b-7477-47c0-a6b4-935230,55,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0
5701-av367288-5701-4650-a972-43297,33,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0
49c6-av368218-49c6-4d1b-ab52-938161,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
323d-av36b607-323d-b172-8dc0-521826,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
656d-av31ec56-656d-4216-b7ac-948140,2,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0
4av6-av400563-4av6-4b5a-9643-736480,2,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0
207b-av4033ac-207b-48d6-9218-60985,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
ac06-av404b21-ac06-435d-8c08-529074,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
67a9-av40507d-67a9-4cav-903c-4891,2,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0
d741-av40a6ad-d741-4758-9650-44631,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24c6-av4167ad-24c6-4125-ab4a-687219,2,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
57da-av4177a4-57da-4ab6-b77c-735578,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5a02-av419780-5a02-4532-809b-311775,2,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0
91ed-av425753-91ed-4c72-bc78-217132,66,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0
6404-av42a1e7-6404-4c74-98cc-116229,2,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1
d416-av42d797-d416-40a6-a64a-433605,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
1cav-av42d747-1cav-4874-9777-478327,2,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
6724-av427ba4-6724-4770-b101-567437,55,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0
b767-av432311-b767-4963-9032-470587,2,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0
a578-av439a71-a578-4baa-a759-934285,4,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0
1758-av43ad9d-1758-47a4-849c-131403,55,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0
0av3-av43b757-0av3-4679-9137-117999,33,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
2a63-av4373a3-2a63-b1c6-a17d-113002,2,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0
8a15-av43778d-8a15-497b-b6a7-724816,2,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0
3869-av4371e5-3869-437a-8ccd-147106,2,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
d20c-av43688b-d20c-4634-b34b-475878,2,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0
611e-avb15a83-611e-4db9-9802-603128,2,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0
1925-avb161c7-1925-478a-b649-243869,10,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
978c-avb17b0d-978c-47cc-8016-490129,10,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0
75d2-avb17c63-75d2-45d8-a7b7-625954,10,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1
a292-avb18720-a292-4c58-91a7-973315,10,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0
7874-avb1a6a9-7874-4361-893b-308345,10,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
37bc-avb16b71-37bc-411e-8cav-880862,10,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0
ad70-av450c39-ad70-46d9-96a9-437545,10,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0
6206-av453d11-6206-4ad7-a885-676812,10,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
332d-av4592c8-332d-45dd-b1e3-75417,10,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0
9117-av45c418-9117-465d-878b-653474,10,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0
792b-av457d82-792b-40ad-8601-91004,10,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1
0c1e-av4620a7-0c1e-4160-951d-471230,10,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0
3c74-av46b1b6-3c74-4c64-a133-20620,10,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0
1538-av41e1e1-1538-48d8-ac77-909205,10,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0
308c-av46a536-308c-4697-a0bc-624954,10,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0
d893-av46a81d-d893-40aa-82c1-156174,10,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0
b726-av4avc70-b726-48c9-974d-430369,10,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0
549d-av46d0c7-549d-4c26-8av5-580353,10,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0
dd1d-av467572-dd1d-403a-8604-522037,10,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0
3264-av475a35-3264-4563-a609-682500,10,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
a67d-av4775c5-a67d-4196-a624-651384,10,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0
c96a-av479545-c96a-4996-809d-990817,10,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0
0362-av47b0d6-0362-4256-8407-574050,10,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0
b1a1-av477b17-b1a1-4814-a41e-225598,10,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0
7b86-av480bdd-7b86-4287-8611-34195,10,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0
8982-av481a9c-8982-492a-bb36-732303,10,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
7971-av481b1e-7971-4843-b320-723867,10,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0
764b-av488d69-764b-4ac8-a772-793946,10,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0
3b47-av489510-3b47-45c0-b7d7-848750,10,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
58b9-av48ac59-58b9-407d-91e7-265700,10,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
3786-av4901ec-3786-480c-a037-920398,10,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0
7d74-av4936a3-7d74-4796-936d-773729,10,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
c757-av494393-c757-467d-ab36-313725,10,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0
0726-av49aa27-0726-4060-8716-257635,10,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0
7678-av49bd1e-7678-4d04-aa2d-798656,10,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
8277-av49c476-8277-43b7-a275-772311,10,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0
b874-av49d07a-b874-4142-96d6-729680,10,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0
6769-av497134-6769-4a90-ad75-479730,10,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
63dd-av4a1906-63dd-46ad-b69a-599980,10,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
65d6-av4a2b20-65d6-418c-9490-574398,10,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0
11b4-av4a4742-11b4-4557-93c4-219859,10,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0
d68a-av4a574d-d68a-4710-b258-240575,10,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0
c9c5-av4a7a6a-c9c5-4045-ac39-277566,10,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
1a23-av4ab71e-1a23-b159-bd49-987700,10,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0
4891-av4a7497-4891-4b69-ac19-895181,10,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
65c1-av4b1981-65c1-468c-a351-767875,10,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0
bbb3-av4b4639-bbb3-4a52-9737-494878,10,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0
3c79-av4b715b-3c79-45b5-974b-900883,10,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0
73c4-av4b7697-73c4-4db3-a437-488903,10,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0
cc0d-av4b7772-cc0d-477c-9354-195807,10,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0
68c7-av4b7c52-68c7-4688-8c61-82513,10,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0
3969-av4bb39d-3969-4c42-b7a6-257737,10,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
9826-av4bba57-9826-4124-b296-851268,10,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0
1ec6-av4c5b61-1ec6-43ba-97aa-535817,10,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0
7b0b-av4c6a6a-7b0b-460d-95a5-459628,10,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0
41b0-av4c6dav-41b0-4ca7-911e-971694,10,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0
2379-av4cb634-2379-436d-961b-569644,10,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0
c671-av4cd0bd-c671-4765-b817-494978,10,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
ca56-av4c6384-ca56-4a7b-9c41-158619,10,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0
6794-av4d1675-6794-4bd2-8418-426484,10,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0
7026-av4d5277-7026-4397-9c19-465182,10,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0
7bad-av4d7891-7bad-4936-ad36-616503,10,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0
7a89-av4da2c3-7a89-47d4-ad2b-867175,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2c52-av4dc314-2c52-478d-8160-807961,10,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
528a-av4dc788-528a-4752-8b70-480739,10,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0
8d71-av4dd7b1-8d71-4977-bd2d-736345,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
d72a-av470c12-d72a-4685-a929-457755,10,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0
cd6b-av4715a5-cd6b-461c-a602-289312,10,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0
3943-av473582-3943-4bd5-bac4-694885,10,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
1e67-av473757-1e67-4776-a9c9-16677,10,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
7d7b-av476857-7d7b-45db-87d3-620469,10,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
267b-av477701-267b-4050-81c9-16915,10,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
0ba8-av477b65-0ba8-4183-a523-198158,10,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
7278-av477786-7278-46ac-939c-145129,10,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0
1389-av47a057-1389-4c16-a63b-440778,10,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0
81d1-av47cb69-81d1-4adc-9d1e-76673,10,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
8b8c-av467567-8b8c-47d0-8dad-419037,10,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0
3767-av468557-3767-451e-b395-92243,10,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0
5337-av46ab71-5337-431e-9004-91822,10,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1
3714-av46a636-3714-4613-a80c-514714,10,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
3d2d-av5013aa-3d2d-40b5-b58b-990067,10,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
d931-av5027d7-d931-47a7-8321-575168,10,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0
d206-av50431e-d206-4aa0-84db-261209,10,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0
a9b4-av506086-a9b4-4617-8b10-909070,10,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0
352b-av506317-352b-48b5-893c-732491,10,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0
5767-av509c8c-5767-4b77-b0b7-869692,10,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
dab6-av507539-dab6-4d36-87bb-576242,10,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1
6853-av507724-6853-b162-8330-460502,10,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0
3074-av5141e4-3074-4116-9782-501325,10,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
7aaa-av517bc0-7aaa-4b86-b146-310933,10,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0
av65-av517757-av65-4346-824d-47567,10,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
a7b6-av518857-a7b6-b187-94d1-374273,10,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0
a21e-av519av4-a21e-4d67-b11e-469494,10,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
9935-av51aav5-9935-b164-829a-978577,10,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
3956-av521d30-3956-463d-850b-588860,10,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1
c1e2-av529588-c1e2-4cc2-aac0-145535,10,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0
64av-av5299ba-64av-48c9-825b-639236,10,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
0416-av52651d-0416-4a18-a47c-664151,10,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0
b89c-av5343av-b89c-45da-9732-735535,10,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1
8267-av534c14-8267-4253-a5b4-91381,10,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0
d898-av5378a5-d898-4656-9577-265554,10,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
628c-av53ac7d-628c-41e9-95av-725982,10,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
3731-av53bb63-3731-436a-ad94-57402,10,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0
7cdb-av53d40c-7cdb-4145-8b26-641216,10,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0
07d8-av53daa8-07d8-4243-a501-949388,10,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
73b0-av5375c7-73b0-4678-9738-474261,10,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0
10c2-av54031d-10c2-4c67-89bd-761767,10,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0
7074-av5429b3-7074-41ed-9417-927726,10,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0
2av6-av542d5a-2av6-4969-9ca3-13509,10,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0
ba76-av546929-ba76-46dc-8720-431208,10,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
7bd3-av54851d-7bd3-47b2-b246-955192,10,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
88cc-av54967d-88cc-4c38-a1a2-119652,10,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
0531-av54b0b7-0531-490b-9594-138712,10,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0
9776-av54b5d4-9776-4aav-8b79-159664,10,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
8cav-av54daa8-8cav-41av-9438-660195,10,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0
3b13-av54dc8d-3b13-4969-baa8-602430,10,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0
8101-av547113-8101-49c2-b183-641765,10,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
1e02-av547772-1e02-486a-b5a0-303274,10,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0
8009-av546ab1-8009-47c4-a837-982530,10,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
2bc7-av550c32-2bc7-b11a-82av-588346,10,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
0496-av552696-0496-40c3-90ba-190927,10,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
